ENTREZ_GENE_ID	Name	Species
3861	keratin 14	Homo sapiens
26509	myoferlin	Homo sapiens
2332	fragile X mental retardation 1	Homo sapiens
25777	unc-84 homolog B (C. elegans)	Homo sapiens
84985	family with sequence similarity 83, member A	Homo sapiens
10097	ARP2 actin-related protein 2 homolog (yeast)	Homo sapiens
1439	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)	Homo sapiens
123355	leucine rich repeat containing 28	Homo sapiens
3479	insulin-like growth factor 1 (somatomedin C)	Homo sapiens
2039	erythrocyte membrane protein band 4.9 (dematin)	Homo sapiens
6804	syntaxin 1A (brain)	Homo sapiens
153090	DAB2 interacting protein	Homo sapiens
6198	ribosomal protein S6 kinase, 70kDa, polypeptide 1	Homo sapiens
25862	ubiquitin specific peptidase 49	Homo sapiens
22849	cytoplasmic polyadenylation element binding protein 3	Homo sapiens
4957	outer dense fiber of sperm tails 2	Homo sapiens
131540	zinc finger, DHHC-type containing 19	Homo sapiens
152006	ring finger protein 38	Homo sapiens
1604	CD55 molecule, decay accelerating factor for complement (Cromer blood group)	Homo sapiens
344805	transmembrane protease, serine 7	Homo sapiens
4985	opioid receptor, delta 1	Homo sapiens
5195	peroxisomal biogenesis factor 14	Homo sapiens
57620	stromal interaction molecule 2	Homo sapiens
1132	cholinergic receptor, muscarinic 4	Homo sapiens
253559	cell adhesion molecule 2	Homo sapiens
11275	kelch-like 2, Mayven (Drosophila)	Homo sapiens
377	ADP-ribosylation factor 3	Homo sapiens
4162	melanoma cell adhesion molecule	Homo sapiens
10217	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like	Homo sapiens
6939	transcription factor 15 (basic helix-loop-helix)	Homo sapiens
4439	mutS homolog 5 (E. coli)	Homo sapiens
8455	attractin	Homo sapiens
9779	TBC1 domain family, member 5	Homo sapiens
22823	metal response element binding transcription factor 2	Homo sapiens
350	apolipoprotein H (beta-2-glycoprotein I)	Homo sapiens
990	cell division cycle 6 homolog (S. cerevisiae)	Homo sapiens
9361	lon peptidase 1, mitochondrial	Homo sapiens
11329	serine/threonine kinase 38	Homo sapiens
4927	nucleoporin 88kDa	Homo sapiens
5868	RAB5A, member RAS oncogene family	Homo sapiens
9420	cytochrome P450, family 7, subfamily B, polypeptide 1	Homo sapiens
115825	WD repeat and FYVE domain containing 2	Homo sapiens
26091	hect domain and RLD 4	Homo sapiens
64786	TBC1 domain family, member 15	Homo sapiens
56916	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	Homo sapiens
5108	pericentriolar material 1	Homo sapiens
11335	similar to chromobox homolog 3; chromobox homolog 3 (HP1 gamma homolog, Drosophila)	Homo sapiens
3906	lactalbumin, alpha-	Homo sapiens
89890	kelch repeat and BTB (POZ) domain containing 6	Homo sapiens
60686	chromosome 14 open reading frame 93	Homo sapiens
23373	CREB regulated transcription coactivator 1	Homo sapiens
6748	signal sequence receptor, delta (translocon-associated protein delta)	Homo sapiens
51251	5'-nucleotidase, cytosolic III	Homo sapiens
10611	PDZ and LIM domain 5	Homo sapiens
150365	meiosis inhibitor 1	Homo sapiens
83992	cortactin binding protein 2	Homo sapiens
257629	ankyrin repeat and sterile alpha motif domain containing 4B	Homo sapiens
5597	mitogen-activated protein kinase 6	Homo sapiens
7385	ubiquinol-cytochrome c reductase core protein II	Homo sapiens
10062	nuclear receptor subfamily 1, group H, member 3	Homo sapiens
2050	EPH receptor B4	Homo sapiens
23408	sirtuin (silent mating type information regulation 2 homolog) 5 (S. cerevisiae)	Homo sapiens
8654	phosphodiesterase 5A, cGMP-specific	Homo sapiens
2222	farnesyl-diphosphate farnesyltransferase 1	Homo sapiens
5244	ATP-binding cassette, sub-family B (MDR/TAP), member 4	Homo sapiens
64328	exportin 4	Homo sapiens
2560	gamma-aminobutyric acid (GABA) A receptor, beta 1	Homo sapiens
5159	platelet-derived growth factor receptor, beta polypeptide	Homo sapiens
9424	potassium channel, subfamily K, member 6	Homo sapiens
5345	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2	Homo sapiens
368	ATP-binding cassette, sub-family C, member 6 pseudogene 2; ATP-binding cassette, sub-family C (CFTR/MRP), member 6	Homo sapiens
341947	cytochrome c oxidase subunit 8C	Homo sapiens
84330	zinc finger protein 414	Homo sapiens
84790	tubulin, alpha 1c	Homo sapiens
1543	cytochrome P450, family 1, subfamily A, polypeptide 1	Homo sapiens
9695	ER degradation enhancer, mannosidase alpha-like 1	Homo sapiens
55233	MOB1, Mps One Binder kinase activator-like 1B (yeast)	Homo sapiens
10904	bladder cancer associated protein	Homo sapiens
664	BCL2/adenovirus E1B 19kDa interacting protein 3	Homo sapiens
10613	ER lipid raft associated 1	Homo sapiens
3931	lecithin-cholesterol acyltransferase	Homo sapiens
1184	chloride channel 5	Homo sapiens
54952	tRNA selenocysteine 1 associated protein 1	Homo sapiens
10146	GTPase activating protein (SH3 domain) binding protein 1	Homo sapiens
112942	coiled-coil domain containing 104	Homo sapiens
23313	chromosome 22 open reading frame 9	Homo sapiens
1829	desmoglein 2	Homo sapiens
10944	chromosome 11 open reading frame 58 pseudogene; chromosome 11 open reading frame 58	Homo sapiens
201501	zinc finger and BTB domain containing 7C	Homo sapiens
116844	leucine-rich alpha-2-glycoprotein 1	Homo sapiens
91807	myosin light chain kinase 3	Homo sapiens
84140	family with sequence similarity 161, member A	Homo sapiens
11037	stonin 1; STON1-GTF2A1L readthrough transcript; general transcription factor IIA, 1-like	Homo sapiens
54994	chromosome 20 open reading frame 11	Homo sapiens
5875	Rab geranylgeranyltransferase, alpha subunit	Homo sapiens
55367	leucine-rich repeats and death domain containing	Homo sapiens
558	AXL receptor tyrosine kinase	Homo sapiens
6560	solute carrier family 12 (potassium/chloride transporters), member 4	Homo sapiens
10020	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase	Homo sapiens
23037	PDZ domain containing 2	Homo sapiens
9831	zinc finger protein 623	Homo sapiens
728489	DNL-type zinc finger	Homo sapiens
5800	protein tyrosine phosphatase, receptor type, O	Homo sapiens
5660	prosaposin	Homo sapiens
7037	transferrin receptor (p90, CD71)	Homo sapiens
11193	WW domain binding protein 4 (formin binding protein 21)	Homo sapiens
56957	OTU domain containing 7B	Homo sapiens
55215	Fanconi anemia, complementation group I	Homo sapiens
9698	pumilio homolog 1 (Drosophila)	Homo sapiens
1025	cyclin-dependent kinase 9	Homo sapiens
50488	misshapen-like kinase 1 (zebrafish)	Homo sapiens
158787	RIB43A domain with coiled-coils 1	Homo sapiens
8027	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1	Homo sapiens
56899	ankyrin repeat and sterile alpha motif domain containing 1B	Homo sapiens
136991	ankyrin repeat, SAM and basic leucine zipper domain containing 1	Homo sapiens
60436	TGFB-induced factor homeobox 2	Homo sapiens
148229	ATPase, class I, type 8B, member 3	Homo sapiens
817	calcium/calmodulin-dependent protein kinase II delta	Homo sapiens
387640	chromosome 10 open reading frame 140	Homo sapiens
7918	HLA-B associated transcript 4	Homo sapiens
2935	G1 to S phase transition 1	Homo sapiens
90441	zinc finger protein 622	Homo sapiens
25820	ariadne homolog, ubiquitin-conjugating enzyme E2 binding protein, 1 (Drosophila)	Homo sapiens
9412	mediator complex subunit 21	Homo sapiens
27089	ubiquinol-cytochrome c reductase, complex III subunit VII, 9.5kDa	Homo sapiens
6398	secreted and transmembrane 1	Homo sapiens
8099	cyclin-dependent kinase 2 associated protein 1	Homo sapiens
5916	retinoic acid receptor, gamma	Homo sapiens
161357	MAM domain containing glycosylphosphatidylinositol anchor 2	Homo sapiens
4850	CCR4-NOT transcription complex, subunit 4	Homo sapiens
3964	lectin, galactoside-binding, soluble, 8	Homo sapiens
9765	zinc finger, FYVE domain containing 16	Homo sapiens
23334	KIAA0467; chromosome 1 open reading frame 84	Homo sapiens
8340	histone cluster 1, H2bl	Homo sapiens
57568	signal-induced proliferation-associated 1 like 2	Homo sapiens
58497	prune homolog (Drosophila)	Homo sapiens
10307	amyloid beta (A4) precursor protein-binding, family B, member 3	Homo sapiens
23595	origin recognition complex, subunit 3-like (yeast)	Homo sapiens
219333	ubiquitin specific peptidase 12	Homo sapiens
3093	ubiquitin-conjugating enzyme E2K (UBC1 homolog, yeast)	Homo sapiens
388931	hypothetical protein LOC388931	Homo sapiens
5612	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)	Homo sapiens
8742	TNFSF12-TNFSF13 readthrough transcript; tumor necrosis factor (ligand) superfamily, member 12; tumor necrosis factor (ligand) superfamily, member 13	Homo sapiens
10668	cell growth regulator with ring finger domain 1	Homo sapiens
1298	collagen, type IX, alpha 2	Homo sapiens
381	ADP-ribosylation factor 5	Homo sapiens
6595	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	Homo sapiens
11184	mitogen-activated protein kinase kinase kinase kinase 1	Homo sapiens
5693	proteasome (prosome, macropain) subunit, beta type, 5	Homo sapiens
9556	chromosome 14 open reading frame 2	Homo sapiens
9781	ring finger protein 144A	Homo sapiens
51306	family with sequence similarity 13, member B	Homo sapiens
60494	coiled-coil domain containing 81	Homo sapiens
9002	coagulation factor II (thrombin) receptor-like 3	Homo sapiens
337	apolipoprotein A-IV	Homo sapiens
57478	ubiquitin specific peptidase 31	Homo sapiens
388551	carcinoembryonic antigen-related cell adhesion molecule 16	Homo sapiens
976	CD97 molecule	Homo sapiens
163033	zinc finger protein 579	Homo sapiens
4706	NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1, 8kDa	Homo sapiens
79778	MICAL-like 2	Homo sapiens
79447	chromosome 16 open reading frame 53	Homo sapiens
84669	similar to TBC1 domain family, member 3; ubiquitin specific peptidase 32	Homo sapiens
22862	fibronectin type III domain containing 3A	Homo sapiens
3699	inter-alpha (globulin) inhibitor H3	Homo sapiens
6018	rearranged L-myc fusion	Homo sapiens
388591	ring finger protein 207	Homo sapiens
1182	chloride channel 3	Homo sapiens
161829	exonuclease 3'-5' domain containing 1	Homo sapiens
57724	KIAA1632	Homo sapiens
8449	DEAH (Asp-Glu-Ala-His) box polypeptide 16	Homo sapiens
23002	dishevelled associated activator of morphogenesis 1	Homo sapiens
11264	peroxisomal membrane protein 4, 24kDa	Homo sapiens
9526	mannose-P-dolichol utilization defect 1	Homo sapiens
8607	RuvB-like 1 (E. coli)	Homo sapiens
23382	adenosylhomocysteinase-like 2	Homo sapiens
57761	tribbles homolog 3 (Drosophila)	Homo sapiens
26030	pleckstrin homology domain containing, family G (with RhoGef domain) member 3	Homo sapiens
390874	one cut homeobox 3	Homo sapiens
161436	echinoderm microtubule associated protein like 5	Homo sapiens
92949	ADAMTS-like 1	Homo sapiens
9031	bromodomain adjacent to zinc finger domain, 1B	Homo sapiens
10962	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11	Homo sapiens
64768	inositol 1,3,4,5,6-pentakisphosphate 2-kinase	Homo sapiens
164237	WAP four-disulfide core domain 13	Homo sapiens
59335	PR domain containing 12	Homo sapiens
54102	chloride intracellular channel 6	Homo sapiens
10585	protein-O-mannosyltransferase 1	Homo sapiens
4952	oculocerebrorenal syndrome of Lowe	Homo sapiens
25957	splicing factor, arginine/serine-rich 18	Homo sapiens
25766	PRP40 pre-mRNA processing factor 40 homolog B (S. cerevisiae)	Homo sapiens
79003	MIS12, MIND kinetochore complex component, homolog (S. pombe)	Homo sapiens
79993	ELOVL family member 7, elongation of long chain fatty acids (yeast)	Homo sapiens
5341	pleckstrin	Homo sapiens
1059	centromere protein B, 80kDa	Homo sapiens
84747	unc-119 homolog B (C. elegans)	Homo sapiens
51010	exosome component 3	Homo sapiens
64854	ubiquitin specific peptidase 46	Homo sapiens
653121	zinc finger and BTB domain containing 8A	Homo sapiens
23099	zinc finger and BTB domain containing 43	Homo sapiens
54206	ERBB receptor feedback inhibitor 1	Homo sapiens
81689	iron-sulfur cluster assembly 1 homolog (S. cerevisiae)	Homo sapiens
5192	peroxisomal biogenesis factor 10	Homo sapiens
5757	hypothetical LOC728026; prothymosin, alpha; hypothetical gene supported by BC013859; prothymosin, alpha pseudogene 4 (gene sequence 112)	Homo sapiens
4482	methionine sulfoxide reductase A	Homo sapiens
196374	keratin 78	Homo sapiens
57585	Crm, cramped-like (Drosophila)	Homo sapiens
2201	fibrillin 2	Homo sapiens
389337	FLJ41603 protein	Homo sapiens
8111	G protein-coupled receptor 68	Homo sapiens
646603	hypothetical LOC646603	Homo sapiens
79598	centrosomal protein 97kDa	Homo sapiens
1370	carboxypeptidase N, polypeptide 2	Homo sapiens
55611	OTU domain, ubiquitin aldehyde binding 1	Homo sapiens
6938	transcription factor 12	Homo sapiens
5079	paired box 5	Homo sapiens
85415	rhophilin, Rho GTPase binding protein 2; similar to rhophilin, Rho GTPase binding protein 2	Homo sapiens
6462	sex hormone-binding globulin	Homo sapiens
150726	F-box protein 41	Homo sapiens
10653	serine peptidase inhibitor, Kunitz type, 2	Homo sapiens
213	albumin	Homo sapiens
56171	dynein, axonemal, heavy chain 7	Homo sapiens
10594	PRP8 pre-mRNA processing factor 8 homolog (S. cerevisiae)	Homo sapiens
4946	ornithine decarboxylase antizyme 1	Homo sapiens
55114	Rho GTPase activating protein 17	Homo sapiens
10015	programmed cell death 6 interacting protein	Homo sapiens
771	carbonic anhydrase XII	Homo sapiens
5358	plastin 3 (T isoform)	Homo sapiens
6599	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	Homo sapiens
26053	autism susceptibility candidate 2	Homo sapiens
1981	eukaryotic translation initiation factor 4 gamma, 1	Homo sapiens
81839	vang-like 1 (van gogh, Drosophila)	Homo sapiens
9358	integrin, beta-like 1 (with EGF-like repeat domains)	Homo sapiens
11197	WNT inhibitory factor 1	Homo sapiens
7543	zinc finger protein, X-linked	Homo sapiens
4522	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase	Homo sapiens
5433	polymerase (RNA) II (DNA directed) polypeptide D	Homo sapiens
22834	zinc finger protein 652	Homo sapiens
50846	desert hedgehog homolog (Drosophila)	Homo sapiens
8527	diacylglycerol kinase, delta 130kDa	Homo sapiens
7263	thiosulfate sulfurtransferase (rhodanese)	Homo sapiens
6210	ribosomal protein S15a pseudogene 17; ribosomal protein S15a pseudogene 19; ribosomal protein S15a pseudogene 12; ribosomal protein S15a pseudogene 24; ribosomal protein S15a pseudogene 11; ribosomal protein S15a	Homo sapiens
5571	protein kinase, AMP-activated, gamma 1 non-catalytic subunit	Homo sapiens
23039	exportin 7	Homo sapiens
132203	sentan, cilia apical structure protein	Homo sapiens
64927	tetratricopeptide repeat domain 23	Homo sapiens
23379	KIAA0947	Homo sapiens
340348	tetraspanin 33	Homo sapiens
56937	prostate transmembrane protein, androgen induced 1	Homo sapiens
8883	NEDD8 activating enzyme E1 subunit 1	Homo sapiens
387496	RAS-like, family 11, member A	Homo sapiens
2319	flotillin 2	Homo sapiens
5683	proteasome (prosome, macropain) subunit, alpha type, 2	Homo sapiens
9487	phosphatidylinositol glycan anchor biosynthesis, class L	Homo sapiens
51292	guanosine monophosphate reductase 2	Homo sapiens
79064	transmembrane protein 223	Homo sapiens
836	caspase 3, apoptosis-related cysteine peptidase	Homo sapiens
2803	golgi autoantigen, golgin subfamily a, 4	Homo sapiens
5226	phosphogluconate dehydrogenase	Homo sapiens
11235	programmed cell death 10	Homo sapiens
121599	Spi-C transcription factor (Spi-1/PU.1 related)	Homo sapiens
57463	adhesion molecule with Ig-like domain 1	Homo sapiens
6332	sodium channel, voltage-gated, type VII, alpha	Homo sapiens
5931	retinoblastoma binding protein 7	Homo sapiens
9772	KIAA0195	Homo sapiens
8773	synaptosomal-associated protein, 23kDa	Homo sapiens
6634	small nuclear ribonucleoprotein D3 polypeptide 18kDa	Homo sapiens
717	complement component 2	Homo sapiens
6618	small nuclear RNA activating complex, polypeptide 2, 45kDa	Homo sapiens
55520	elaC homolog 1 (E. coli)	Homo sapiens
1642	damage-specific DNA binding protein 1, 127kDa	Homo sapiens
57551	TAO kinase 1	Homo sapiens
4904	Y box binding protein 1	Homo sapiens
58525	widely interspaced zinc finger motifs	Homo sapiens
339366	ADAMTS-like 5	Homo sapiens
4928	nucleoporin 98kDa	Homo sapiens
64782	apoptosis enhancing nuclease	Homo sapiens
4205	myocyte enhancer factor 2A	Homo sapiens
5833	phosphate cytidylyltransferase 2, ethanolamine	Homo sapiens
10243	gephyrin	Homo sapiens
29887	sorting nexin 10	Homo sapiens
30011	SH3-domain kinase binding protein 1	Homo sapiens
1548	cytochrome P450, family 2, subfamily A, polypeptide 6	Homo sapiens
79829	N-acetyltransferase 11 (GCN5-related, putative)	Homo sapiens
9462	RAS protein activator like 2	Homo sapiens
229	aldolase B, fructose-bisphosphate	Homo sapiens
5721	proteasome (prosome, macropain) activator subunit 2 (PA28 beta)	Homo sapiens
6882	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa	Homo sapiens
54463	family with sequence similarity 134, member B	Homo sapiens
127731	von Willebrand factor A domain containing 5B1	Homo sapiens
4717	NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 1, 6kDa	Homo sapiens
4017	lysyl oxidase-like 2	Homo sapiens
116362	retinol binding protein 7, cellular	Homo sapiens
2590	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2)	Homo sapiens
6935	zinc finger E-box binding homeobox 1	Homo sapiens
337867	UBA domain containing 2	Homo sapiens
8667	eukaryotic translation initiation factor 3, subunit H	Homo sapiens
441161	oocyte expressed protein homolog (dog)	Homo sapiens
4864	Niemann-Pick disease, type C1	Homo sapiens
768211	RELT-like 1	Homo sapiens
283298	olfactomedin-like 1	Homo sapiens
64764	cAMP responsive element binding protein 3-like 2	Homo sapiens
5710	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4	Homo sapiens
55298	ring finger protein 121	Homo sapiens
79852	epoxide hydrolase 3	Homo sapiens
288	ankyrin 3, node of Ranvier (ankyrin G)	Homo sapiens
4477	microseminoprotein, beta-	Homo sapiens
10951	chromobox homolog 1 (HP1 beta homolog Drosophila )	Homo sapiens
84959	ubiquitin associated and SH3 domain containing, B	Homo sapiens
894	cyclin D2	Homo sapiens
339145	family with sequence similarity 92, member B	Homo sapiens
65010	solute carrier family 26, member 6; cadherin, EGF LAG seven-pass G-type receptor 3 (flamingo homolog, Drosophila)	Homo sapiens
1951	solute carrier family 26, member 6; cadherin, EGF LAG seven-pass G-type receptor 3 (flamingo homolog, Drosophila)	Homo sapiens
613209	defensin, beta 135	Homo sapiens
51330	tumor necrosis factor receptor superfamily, member 12A	Homo sapiens
54800	kelch-like 24 (Drosophila)	Homo sapiens
1130	lysosomal trafficking regulator	Homo sapiens
57510	exportin 5	Homo sapiens
90993	cAMP responsive element binding protein 3-like 1	Homo sapiens
3750	potassium voltage-gated channel, Shal-related subfamily, member 1	Homo sapiens
9229	discs, large (Drosophila) homolog-associated protein 1	Homo sapiens
118491	tetratricopeptide repeat domain 18	Homo sapiens
6201	ribosomal protein S7; ribosomal protein S7 pseudogene 11; ribosomal protein S7 pseudogene 4; ribosomal protein S7 pseudogene 10	Homo sapiens
5101	protocadherin 9	Homo sapiens
401145	KIAA1680 protein	Homo sapiens
147015	dehydrogenase/reductase (SDR family) member 13	Homo sapiens
84220	RANBP2-like and GRIP domain containing 5; RANBP2-like and GRIP domain containing 4; RANBP2-like and GRIP domain containing 3; RANBP2-like and GRIP domain containing 8; RANBP2-like and GRIP domain containing 7; RANBP2-like and GRIP domain containing 6	Homo sapiens
729540	RANBP2-like and GRIP domain containing 5; RANBP2-like and GRIP domain containing 4; RANBP2-like and GRIP domain containing 3; RANBP2-like and GRIP domain containing 8; RANBP2-like and GRIP domain containing 7; RANBP2-like and GRIP domain containing 6	Homo sapiens
727851	RANBP2-like and GRIP domain containing 5; RANBP2-like and GRIP domain containing 4; RANBP2-like and GRIP domain containing 3; RANBP2-like and GRIP domain containing 8; RANBP2-like and GRIP domain containing 7; RANBP2-like and GRIP domain containing 6	Homo sapiens
285190	RANBP2-like and GRIP domain containing 5; RANBP2-like and GRIP domain containing 4; RANBP2-like and GRIP domain containing 3; RANBP2-like and GRIP domain containing 8; RANBP2-like and GRIP domain containing 7; RANBP2-like and GRIP domain containing 6	Homo sapiens
653489	RANBP2-like and GRIP domain containing 5; RANBP2-like and GRIP domain containing 4; RANBP2-like and GRIP domain containing 3; RANBP2-like and GRIP domain containing 8; RANBP2-like and GRIP domain containing 7; RANBP2-like and GRIP domain containing 6	Homo sapiens
5927	lysine (K)-specific demethylase 5A	Homo sapiens
7421	vitamin D (1,25- dihydroxyvitamin D3) receptor	Homo sapiens
3360	5-hydroxytryptamine (serotonin) receptor 4	Homo sapiens
79078	chromosome 1 open reading frame 50	Homo sapiens
58478	enolase-phosphatase 1	Homo sapiens
51283	bifunctional apoptosis regulator	Homo sapiens
387694	SH2 domain containing 4B	Homo sapiens
10955	serine incorporator 3	Homo sapiens
27143	KIAA1274	Homo sapiens
219654	zinc finger, CCHC domain containing 24	Homo sapiens
8763	CD164 molecule, sialomucin	Homo sapiens
79738	Bardet-Biedl syndrome 10	Homo sapiens
23151	TSC22 domain family, member 3; GRAM domain containing 4	Homo sapiens
83546	retbindin	Homo sapiens
222484	ligand of numb-protein X 2	Homo sapiens
9961	major vault protein	Homo sapiens
64137	ATP-binding cassette, sub-family G (WHITE), member 4	Homo sapiens
7482	wingless-type MMTV integration site family, member 2B	Homo sapiens
200081	taxilin alpha	Homo sapiens
1629	dihydrolipoamide branched chain transacylase E2	Homo sapiens
83439	transcription factor 7-like 1 (T-cell specific, HMG-box)	Homo sapiens
7352	uncoupling protein 3 (mitochondrial, proton carrier)	Homo sapiens
3026	hyaluronan binding protein 2	Homo sapiens
145567	tetratricopeptide repeat domain 7B	Homo sapiens
55102	ATG2 autophagy related 2 homolog B (S. cerevisiae)	Homo sapiens
22837	COBL-like 1	Homo sapiens
23081	lysine (K)-specific demethylase 4C	Homo sapiens
3068	hepatoma-derived growth factor (high-mobility group protein 1-like)	Homo sapiens
56474	CTP synthase II	Homo sapiens
23198	proteasome (prosome, macropain) activator subunit 4	Homo sapiens
10272	follistatin-like 3 (secreted glycoprotein)	Homo sapiens
6171	ribosomal protein L41	Homo sapiens
79869	cleavage and polyadenylation specific factor 7, 59kDa	Homo sapiens
6615	snail homolog 1 (Drosophila)	Homo sapiens
5917	arginyl-tRNA synthetase	Homo sapiens
641649	transmembrane protein 91	Homo sapiens
87178	polyribonucleotide nucleotidyltransferase 1	Homo sapiens
10667	phenylalanyl-tRNA synthetase 2, mitochondrial	Homo sapiens
26269	F-box protein 8	Homo sapiens
2827	G protein-coupled receptor 3	Homo sapiens
3358	5-hydroxytryptamine (serotonin) receptor 2C	Homo sapiens
119392	chromosome 10 open reading frame 78	Homo sapiens
84876	ORAI calcium release-activated calcium modulator 1	Homo sapiens
55005	required for meiotic nuclear division 1 homolog (S. cerevisiae)	Homo sapiens
23022	palladin, cytoskeletal associated protein	Homo sapiens
3743	potassium voltage-gated channel, shaker-related subfamily, member 7	Homo sapiens
375449	microtubule associated serine/threonine kinase family member 4	Homo sapiens
372	archain 1	Homo sapiens
3283	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1	Homo sapiens
7702	zinc finger protein 143	Homo sapiens
92521	cytospin B	Homo sapiens
57563	kelch-like 8 (Drosophila)	Homo sapiens
91133	l(3)mbt-like 4 (Drosophila)	Homo sapiens
26993	A kinase (PRKA) anchor protein 8-like	Homo sapiens
57181	solute carrier family 39 (zinc transporter), member 10	Homo sapiens
28962	osteopetrosis associated transmembrane protein 1	Homo sapiens
6764	suppression of tumorigenicity 5	Homo sapiens
10262	splicing factor 3b, subunit 4, 49kDa	Homo sapiens
6654	son of sevenless homolog 1 (Drosophila)	Homo sapiens
10477	ubiquitin-conjugating enzyme E2E 3 (UBC4/5 homolog, yeast)	Homo sapiens
1876	E2F transcription factor 6	Homo sapiens
515	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1	Homo sapiens
1138	cholinergic receptor, nicotinic, alpha 5	Homo sapiens
2597	glyceraldehyde-3-phosphate dehydrogenase-like 6; hypothetical protein LOC100133042; glyceraldehyde-3-phosphate dehydrogenase	Homo sapiens
343702	XK, Kell blood group complex subunit-related family, member 7	Homo sapiens
3658	iron-responsive element binding protein 2	Homo sapiens
2356	folylpolyglutamate synthase	Homo sapiens
92312	mex-3 homolog A (C. elegans)	Homo sapiens
22838	ring finger protein 44	Homo sapiens
8802	succinate-CoA ligase, alpha subunit	Homo sapiens
135458	HUS1 checkpoint homolog b (S. pombe)	Homo sapiens
9467	SH3-domain binding protein 5 (BTK-associated)	Homo sapiens
201627	family with sequence similarity 116, member A	Homo sapiens
7319	ubiquitin-conjugating enzyme E2A (RAD6 homolog)	Homo sapiens
9581	prolyl endopeptidase-like	Homo sapiens
2730	glutamate-cysteine ligase, modifier subunit	Homo sapiens
122402	tudor domain containing 9	Homo sapiens
10016	aryl-hydrocarbon receptor repressor; programmed cell death 6	Homo sapiens
57491	aryl-hydrocarbon receptor repressor; programmed cell death 6	Homo sapiens
79927	glycine/arginine rich protein 1	Homo sapiens
28971	chromosome 11 open reading frame 67	Homo sapiens
4248	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase	Homo sapiens
9153	solute carrier family 28 (sodium-coupled nucleoside transporter), member 2	Homo sapiens
51466	Enah/Vasp-like	Homo sapiens
11325	DEAD (Asp-Glu-Ala-Asp) box polypeptide 42	Homo sapiens
54976	chromosome 20 open reading frame 27	Homo sapiens
102	ADAM metallopeptidase domain 10	Homo sapiens
84263	hydroxysteroid dehydrogenase like 2	Homo sapiens
55030	F-box protein 34	Homo sapiens
9181	Rho/Rac guanine nucleotide exchange factor (GEF) 2	Homo sapiens
85409	naked cuticle homolog 2 (Drosophila)	Homo sapiens
3603	interleukin 16 (lymphocyte chemoattractant factor)	Homo sapiens
7415	valosin-containing protein	Homo sapiens
23043	TRAF2 and NCK interacting kinase	Homo sapiens
64005	myosin IG	Homo sapiens
51714	selenoprotein T; similar to Selenoprotein T	Homo sapiens
10250	serine/arginine repetitive matrix 1	Homo sapiens
55173	mitochondrial ribosomal protein S10	Homo sapiens
762	carbonic anhydrase IV	Homo sapiens
63977	PR domain containing 15	Homo sapiens
10564	ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)	Homo sapiens
55000	taurine upregulated 1 (non-protein coding)	Homo sapiens
80017	chromosome 14 open reading frame 159	Homo sapiens
60678	eukaryotic elongation factor, selenocysteine-tRNA-specific	Homo sapiens
340485	similar to alkaline ceramidase 2; alkaline ceramidase 2	Homo sapiens
388581	family with sequence similarity 132, member A	Homo sapiens
57649	PHD finger protein 12	Homo sapiens
254887	zinc finger, DHHC-type containing 23	Homo sapiens
59067	interleukin 21	Homo sapiens
1757	sarcosine dehydrogenase	Homo sapiens
5692	proteasome (prosome, macropain) subunit, beta type, 4	Homo sapiens
729359	KIAA1881	Homo sapiens
9401	RecQ protein-like 4	Homo sapiens
10367	calcium binding atopy-related autoantigen 1	Homo sapiens
5563	protein kinase, AMP-activated, alpha 2 catalytic subunit	Homo sapiens
26280	interleukin 1 receptor accessory protein-like 2	Homo sapiens
5127	PCTAIRE protein kinase 1	Homo sapiens
975	CD81 molecule	Homo sapiens
1995	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)	Homo sapiens
